HGNC ID	Approved symbol	Approved name	Previous symbols	Status	NCBI Gene ID(supplied by NCBI)	UniProt ID(supplied by UniProt)	Mouse genome database ID(supplied by MGI)	Rat genome database ID(supplied by RGD)	Ensembl gene ID
HGNC:48324	RNVU1-19	RNA, variant U1 small nuclear 19	RNVU1-13	Approved	101954277				ENSG00000275538
HGNC:48325	RNVU1-20	RNA, variant U1 small nuclear 20		Approved	101954268				
HGNC:48464	RNVU1-21	RNA, variant U1 small nuclear 21	RNU1-122P	Approved	106480190			RGD:41249459	ENSG00000202408
HGNC:48462	RNVU1-22	RNA, variant U1 small nuclear 22	RNU1-120P	Approved	106481627				ENSG00000199879
HGNC:48434	RNVU1-23	RNA, variant U1 small nuclear 23	RNU1-92P	Approved	106481620			RGD:41284030	ENSG00000252826
HGNC:48401	RNVU1-24	RNA, variant U1 small nuclear 24	RNU1-59P	Approved	106480167				ENSG00000201699
HGNC:54428	RNVU1-25	RNA, variant U1 small nuclear 25		Approved	115409981				ENSG00000274428
HGNC:54429	RNVU1-26	RNA, variant U1 small nuclear 26		Approved	124904624			RGD:41109519	ENSG00000275291
HGNC:54431	RNVU1-27	RNA, variant U1 small nuclear 27		Approved	124904621				ENSG00000274210
HGNC:54432	RNVU1-28	RNA, variant U1 small nuclear 28		Approved	124904616				ENSG00000277918
HGNC:54433	RNVU1-29	RNA, variant U1 small nuclear 29		Approved	115409989				ENSG00000273768
HGNC:54434	RNVU1-30	RNA, variant U1 small nuclear 30		Approved	115409984				ENSG00000206828
HGNC:54448	RNVU1-31	RNA, variant U1 small nuclear 31		Approved	124904619			RGD:41245801	ENSG00000270722
HGNC:48448	RNVU1-32	RNA, variant U1 small nuclear 32	RNU1-106P	Approved	106481624			RGD:41359865	ENSG00000207110
HGNC:48429	RNVU1-33	RNA, variant U1 small nuclear 33	RNU1-87P	Approved	106480178			RGD:41001346	ENSG00000200597
HGNC:48427	RNVU1-34	RNA, variant U1 small nuclear 34	RNU1-85P	Approved	106480177			RGD:41297475	ENSG00000200997
HGNC:10242	RNY1	RNA, Ro60-associated Y1		Approved	6084		MGI:97995		ENSG00000201098
HGNC:42478	RNY1P1	RNY1 pseudogene 1		Approved	100873802				ENSG00000201242
HGNC:42479	RNY1P2	RNY1 pseudogene 2		Approved	100862666				ENSG00000201690
HGNC:42480	RNY1P3	RNY1 pseudogene 3		Approved	100873803				ENSG00000223158
HGNC:42481	RNY1P4	RNY1 pseudogene 4		Approved	100873804				ENSG00000207325
HGNC:42482	RNY1P5	RNY1 pseudogene 5		Approved	100862667				ENSG00000206617
HGNC:42483	RNY1P6	RNY1 pseudogene 6		Approved	100873805				ENSG00000206920
HGNC:42484	RNY1P7	RNY1 pseudogene 7		Approved	100873806				ENSG00000207474
HGNC:42485	RNY1P8	RNY1 pseudogene 8		Approved	100873807				ENSG00000206697
HGNC:41481	RNY1P9	RNY1 pseudogene 9	KLHL22-IT1, RNYP1	Approved	100874358				ENSG00000255156
HGNC:50873	RNY1P10	RNY1 pseudogene 10		Approved	106480308				ENSG00000200138
HGNC:50874	RNY1P11	RNY1 pseudogene 11		Approved	106481710				ENSG00000200629
HGNC:50875	RNY1P12	RNY1 pseudogene 12		Approved	106480309				ENSG00000201121
HGNC:50876	RNY1P13	RNY1 pseudogene 13		Approved	106480310				ENSG00000201900
HGNC:50877	RNY1P14	RNY1 pseudogene 14		Approved	106480311				ENSG00000207155
HGNC:50878	RNY1P15	RNY1 pseudogene 15		Approved	106481711				ENSG00000222351
HGNC:50879	RNY1P16	RNY1 pseudogene 16		Approved	106480312				ENSG00000199933
HGNC:10243	RNY3	RNA, Ro60-associated Y3		Approved	6085				ENSG00000202354
HGNC:42477	RNY3P1	RNY3 pseudogene 1		Approved	106478984				ENSG00000201955
HGNC:42486	RNY3P2	RNY3 pseudogene 2		Approved	100862668				ENSG00000199788
HGNC:42487	RNY3P3	RNY3 pseudogene 3		Approved	100862669				ENSG00000200686
HGNC:42488	RNY3P4	RNY3 pseudogene 4		Approved	100873808				ENSG00000207157
HGNC:42489	RNY3P5	RNY3 pseudogene 5		Approved	100873809				ENSG00000206854
HGNC:42490	RNY3P6	RNY3 pseudogene 6		Approved	100873810				
HGNC:42491	RNY3P7	RNY3 pseudogene 7		Approved	100862670				ENSG00000206800
HGNC:42492	RNY3P8	RNY3 pseudogene 8		Approved	106478985				ENSG00000223298
HGNC:42493	RNY3P9	RNY3 pseudogene 9		Approved	100862672				ENSG00000207458
HGNC:42494	RNY3P10	RNY3 pseudogene 10		Approved	100873820				ENSG00000207495
HGNC:50887	RNY3P11	RNY3 pseudogene 11		Approved	106481713				ENSG00000201023
HGNC:50888	RNY3P12	RNY3 pseudogene 12		Approved	106480315				ENSG00000202297
HGNC:50889	RNY3P13	RNY3 pseudogene 13		Approved	106481714				ENSG00000202412
HGNC:50893	RNY3P14	RNY3 pseudogene 14		Approved	106480316				ENSG00000207036
HGNC:50890	RNY3P15	RNY3 pseudogene 15		Approved	107178919				ENSG00000252106
HGNC:50891	RNY3P16	RNY3 pseudogene 16		Approved	106480686				ENSG00000252147
HGNC:10244	RNY4	RNA, Ro60-associated Y4		Approved	6086				ENSG00000252316
HGNC:10245	RNY4P1	RNY4 pseudogene 1		Approved	6087				
HGNC:10246	RNY4P2	RNY4 pseudogene 2		Approved	6088				
HGNC:10247	RNY4P3	RNY4 pseudogene 3		Approved	6089				ENSG00000202124
HGNC:34050	RNY4P4	RNY4 pseudogene 4		Approved	100379297				
HGNC:34052	RNY4P5	RNY4 pseudogene 5		Approved	100379299				
HGNC:34055	RNY4P6	RNY4 pseudogene 6		Approved	100379287				ENSG00000200537
HGNC:34056	RNY4P7	RNY4 pseudogene 7		Approved	100169850				ENSG00000201470
HGNC:34057	RNY4P8	RNY4 pseudogene 8		Approved	100379295				
HGNC:34058	RNY4P9	RNY4 pseudogene 9		Approved	100379300				ENSG00000200064
HGNC:34060	RNY4P10	RNY4 pseudogene 10		Approved	100379592				ENSG00000202441
HGNC:34061	RNY4P11	RNY4 pseudogene 11		Approved	100379288				
HGNC:34062	RNY4P12	RNA, Ro-associated Y4 pseudogene 12		Entry Withdrawn					
HGNC:34063	RNY4P13	RNY4 pseudogene 13		Approved	100379296				ENSG00000207011
HGNC:34064	RNY4P14	RNY4 pseudogene 14		Approved	100379584				ENSG00000200526
HGNC:34065	RNY4P15	RNY4 pseudogene 15		Approved	100379291				
HGNC:34066	RNY4P16	RNY4 pseudogene 16		Approved	100431173				ENSG00000201638
HGNC:34067	RNY4P17	RNY4 pseudogene 17		Approved	100379564				ENSG00000201818
HGNC:34068	RNY4P18	RNY4 pseudogene 18		Approved	100379298				ENSG00000212409
HGNC:34069	RNY4P19	RNY4 pseudogene 19		Approved	100169834				ENSG00000199400
HGNC:34070	RNY4P20	RNY4 pseudogene 20		Approved	100379378				ENSG00000252487
HGNC:42471	RNY4P21	RNY4 pseudogene 21		Approved	100862663				
HGNC:42472	RNY4P22	RNY4 pseudogene 22		Approved	100873800				
HGNC:42473	RNY4P23	RNY4 pseudogene 23		Approved	100873801				ENSG00000201377
HGNC:42474	RNY4P24	RNY4 pseudogene 24		Approved	100862664				ENSG00000199605
HGNC:42475	RNY4P25	RNY4 pseudogene 25		Approved	100862665				ENSG00000238711
HGNC:42476	RNY4P26	RNY4 pseudogene 26		Approved	100873819				
HGNC:42495	RNY4P27	RNY4 pseudogene 27		Approved	100873821				ENSG00000200211
HGNC:42496	RNY4P28	RNY4 pseudogene 28		Approved	100873822				ENSG00000202151
HGNC:42497	RNY4P29	RNY4 pseudogene 29		Approved	100873823				ENSG00000222733
HGNC:42498	RNY4P30	RNY4 pseudogene 30		Approved	100862673				ENSG00000222148
HGNC:42499	RNY4P31	RNY4 pseudogene 31		Approved	100862674				
HGNC:50880	RNY4P32	RNA, Ro-associated Y4 pseudogene 32		Entry Withdrawn					
HGNC:50881	RNY4P33	RNA, Ro-associated Y4 pseudogene 33		Entry Withdrawn					
HGNC:50882	RNY4P34	RNY4 pseudogene 34		Approved	106481712				ENSG00000201649
HGNC:50883	RNY4P35	RNA, Ro-associated Y4 pseudogene 35		Entry Withdrawn					
HGNC:50884	RNY4P36	RNY4 pseudogene 36		Approved	106480313				ENSG00000212418
HGNC:50885	RNY4P37	RNY4 pseudogene 37		Approved	106480314				ENSG00000252034
HGNC:10248	RNY5	RNA, Ro60-associated Y5		Approved	6090				
HGNC:34082	RNY5P1	RNY5 pseudogene 1		Approved	100379666				
HGNC:34083	RNY5P2	RNY5 pseudogene 2		Approved	100381208				
HGNC:34084	RNY5P3	RNY5 pseudogene 3		Approved	100379664				
HGNC:34085	RNY5P4	RNY5 pseudogene 4		Approved	100380271				
HGNC:34086	RNY5P5	RNY5 pseudogene 5		Approved	100379658				
HGNC:34087	RNY5P6	RNY5 pseudogene 6		Approved	100379663				
HGNC:34088	RNY5P7	RNY5 pseudogene 7		Approved	100169835				
HGNC:34089	RNY5P8	RNY5 pseudogene 8		Approved	100380878				
HGNC:34090	RNY5P9	RNY5 pseudogene 9		Approved	100169836				
HGNC:34091	RNY5P10	RNY5 pseudogene 10		Approved	100169837				
HGNC:11313	RO60	Ro60, Y RNA binding protein	SSA2, TROVE2	Approved	6738	P10155	MGI:106652	RGD:1305083	ENSG00000116747
HGNC:10249	ROBO1	roundabout guidance receptor 1		Approved	6091	Q9Y6N7	MGI:1274781	RGD:61941	ENSG00000169855
HGNC:10250	ROBO2	roundabout guidance receptor 2		Approved	6092	Q9HCK4	MGI:1890110	RGD:620167	ENSG00000185008
HGNC:44386	ROBO2P1	roundabout guidance receptor 2 pseudogene 1		Approved	106480790				ENSG00000229478
HGNC:13433	ROBO3	roundabout guidance receptor 3	HGPPS	Approved	64221	Q96MS0	MGI:1343102	RGD:1311018	ENSG00000154134
HGNC:17985	ROBO4	roundabout guidance receptor 4		Approved	54538	Q8WZ75	MGI:1921394	RGD:6494870	ENSG00000154133
HGNC:10251	ROCK1	Rho associated coiled-coil containing protein kinase 1		Approved	6093	Q13464	MGI:107927	RGD:620424	ENSG00000067900
HGNC:37832	ROCK1P1	Rho associated coiled-coil containing protein kinase 1 pseudogene 1		Approved	727758				ENSG00000263006
HGNC:10252	ROCK2	Rho associated coiled-coil containing protein kinase 2		Approved	9475	O75116	MGI:107926	RGD:3590	ENSG00000134318
HGNC:52946	ROCR	regulator of chondrogenesis RNA	LINC02095	Approved	102723505				ENSG00000228639
HGNC:29478	ROGDI	rogdi atypical leucine zipper		Approved	79641	Q9GZN7	MGI:1913299	RGD:1560021	ENSG00000067836
HGNC:10254	ROM1	retinal outer segment membrane protein 1		Approved	6094	Q03395	MGI:97998	RGD:1306070	ENSG00000149489
HGNC:16185	ROMO1	reactive oxygen species modulator 1	C20orf52	Approved	140823	P60602	MGI:1914317	RGD:1587111	ENSG00000125995
HGNC:10255	RONU	symbol withdrawn, see [HGNC:12765](/data/gene-symbol-report/#!/hgnc_id/HGNC:12765)		Symbol Withdrawn					
HGNC:17692	ROPN1	rhophilin associated tail protein 1		Approved	54763	Q9HAT0	MGI:1923628	RGD:1310675	ENSG00000065371
HGNC:31927	ROPN1B	rhophilin associated tail protein 1B		Approved	152015	Q9BZX4	MGI:1923628		ENSG00000114547
HGNC:24060	ROPN1L	rhophilin associated tail protein 1 like		Approved	83853	Q96C74	MGI:2182357	RGD:1591367	ENSG00000145491
HGNC:39984	ROPN1L-AS1	ROPN1L antisense RNA 1		Approved	100505845				ENSG00000250600
HGNC:10256	ROR1	receptor tyrosine kinase like orphan receptor 1	NTRKR1	Approved	4919	Q01973	MGI:1347520	RGD:1559469	ENSG00000185483
HGNC:40508	ROR1-AS1	ROR1 antisense RNA 1		Approved	101927034				ENSG00000223949
HGNC:10257	ROR2	receptor tyrosine kinase like orphan receptor 2	NTRKR2, BDB, BDB1	Approved	4920	Q01974	MGI:1347521	RGD:1305275	ENSG00000169071
HGNC:10258	RORA	RAR related orphan receptor A		Approved	6095	P35398	MGI:104661	RGD:1308419	ENSG00000069667
HGNC:51410	RORA-AS1	RORA antisense RNA 1		Approved	101928784				ENSG00000245534
HGNC:51411	RORA-AS2	RORA antisense RNA 2		Approved	100996876				ENSG00000259482
HGNC:10259	RORB	RAR related orphan receptor B		Approved	6096	Q92753	MGI:1343464	RGD:1306778	ENSG00000198963
HGNC:49803	RORB-AS1	RORB antisense RNA 1		Approved	103752585				ENSG00000224825
HGNC:10260	RORC	RAR related orphan receptor C		Approved	6097	P51449	MGI:104856	RGD:1595785	ENSG00000143365
HGNC:10261	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase		Approved	6098	P08922	MGI:97999	RGD:3591	ENSG00000047936
HGNC:10262	RP	symbol withdrawn, see [HGNC:7414](/data/gene-symbol-report/#!/hgnc_id/HGNC:7414)	RP	Symbol Withdrawn					
HGNC:10263	RP1	RP1 axonemal microtubule associated		Approved	6101	P56715	MGI:1341105	RGD:1596713	ENSG00000104237
HGNC:15946	RP1L1	RP1 like 1		Approved	94137	Q8IWN7	MGI:2384303	RGD:1586886	ENSG00000183638
HGNC:10274	RP2	RP2 activator of ARL3 GTPase		Approved	6102	O75695	MGI:1277953	RGD:1565124	ENSG00000102218
HGNC:10283	RP3	symbol withdrawn, see [HGNC:10295](/data/gene-symbol-report/#!/hgnc_id/HGNC:10295)		Symbol Withdrawn					
HGNC:10284	RP4	symbol withdrawn, see [HGNC:10012](/data/gene-symbol-report/#!/hgnc_id/HGNC:10012)		Symbol Withdrawn					
HGNC:10285	RP5	retinitis pigmentosa 5		Entry Withdrawn					
HGNC:10286	RP6	retinitis pigmentosa 6 (X-linked recessive)		Entry Withdrawn					
HGNC:10287	RP7	symbol withdrawn, see [HGNC:9942](/data/gene-symbol-report/#!/hgnc_id/HGNC:9942)		Symbol Withdrawn					
HGNC:10288	RP9	RP9 pre-mRNA splicing factor		Approved	6100	Q8TA86	MGI:2157166	RGD:1559759	ENSG00000164610
HGNC:33969	RP9P	RP9 pseudogene		Approved	441212				ENSG00000205763
HGNC:10264	RP10	symbol withdrawn, see [HGNC:6052](/data/gene-symbol-report/#!/hgnc_id/HGNC:6052)		Symbol Withdrawn					
HGNC:10265	RP11	symbol withdrawn, see [HGNC:15446](/data/gene-symbol-report/#!/hgnc_id/HGNC:15446)		Symbol Withdrawn					
HGNC:10266	RP12	symbol withdrawn, see [HGNC:2343](/data/gene-symbol-report/#!/hgnc_id/HGNC:2343)		Symbol Withdrawn					
HGNC:10267	RP13	symbol withdrawn, see [HGNC:17340](/data/gene-symbol-report/#!/hgnc_id/HGNC:17340)		Symbol Withdrawn					
HGNC:10268	RP14	symbol withdrawn, see [HGNC:12423](/data/gene-symbol-report/#!/hgnc_id/HGNC:12423)		Symbol Withdrawn					
HGNC:10269	RP15	symbol withdrawn, see [HGNC:10295](/data/gene-symbol-report/#!/hgnc_id/HGNC:10295)		Symbol Withdrawn					
HGNC:10270	RP16	retinitis pigmentosa 16		Entry Withdrawn					
HGNC:10271	RP17	symbol withdrawn, see [HGNC:1375](/data/gene-symbol-report/#!/hgnc_id/HGNC:1375)	RP17	Symbol Withdrawn					
HGNC:10272	RP18	symbol withdrawn, see [HGNC:17348](/data/gene-symbol-report/#!/hgnc_id/HGNC:17348)		Symbol Withdrawn					
HGNC:10273	RP19	symbol withdrawn, see [HGNC:34](/data/gene-symbol-report/#!/hgnc_id/HGNC:34)		Symbol Withdrawn					
HGNC:10275	RP20	symbol withdrawn, see [HGNC:10294](/data/gene-symbol-report/#!/hgnc_id/HGNC:10294)		Symbol Withdrawn					
HGNC:13434	RP21	retinitis pigmentosa 21		Entry Withdrawn					
HGNC:10276	RP22	retinitis pigmentosa 22 (autosomal recessive)		Entry Withdrawn					
HGNC:10277	RP23	symbol withdrawn, see [HGNC:2567](/data/gene-symbol-report/#!/hgnc_id/HGNC:2567)		Symbol Withdrawn					
HGNC:10278	RP24	retinitis pigmentosa 24 (X-linked recessive)		Entry Withdrawn					
HGNC:10279	RP25	symbol withdrawn, see [HGNC:21555](/data/gene-symbol-report/#!/hgnc_id/HGNC:21555)	RP25	Symbol Withdrawn					
HGNC:10280	RP26	symbol withdrawn, see [HGNC:21699](/data/gene-symbol-report/#!/hgnc_id/HGNC:21699)		Symbol Withdrawn					
HGNC:10281	RP28	symbol withdrawn, see [HGNC:25808](/data/gene-symbol-report/#!/hgnc_id/HGNC:25808)		Symbol Withdrawn					
HGNC:10282	RP29	retinitis pigmentosa 29 (autosomal recessive)		Entry Withdrawn					
HGNC:19438	RP31	symbol withdrawn, see [HGNC:21653](/data/gene-symbol-report/#!/hgnc_id/HGNC:21653)	RP31	Symbol Withdrawn					
HGNC:21902	RP32	retinitis pigmentosa 32 (autosomal recessive)		Entry Withdrawn					
HGNC:32383	RP33	symbol withdrawn, see [HGNC:30859](/data/gene-symbol-report/#!/hgnc_id/HGNC:30859)		Symbol Withdrawn					
HGNC:33161	RP34	retinitis pigmentosa 34 (X-linked recessive)		Entry Withdrawn					
HGNC:37092	RP35	retinitis pigmentosa 35 (autosomal dominant)		Entry Withdrawn					
HGNC:38112	RP52	retinitis pigmentosa 52 (autosomal dominant)		Entry Withdrawn					
HGNC:49652	RP63	retinitis pigmentosa 63 (autosomal dominant)		Entry Withdrawn					
HGNC:45126	RP66	symbol withdrawn, see [HGNC:17146](/data/gene-symbol-report/#!/hgnc_id/HGNC:17146)		Symbol Withdrawn					
HGNC:10289	RPA1	replication protein A1		Approved	6117	P27694	MGI:1915525	RGD:1307376	ENSG00000132383
HGNC:10290	RPA2	replication protein A2		Approved	6118	P15927	MGI:1339939	RGD:619714	ENSG00000117748
HGNC:19676	RPA2P1	replication protein A2 pseudogene 1	RPA2P	Approved	326628				ENSG00000258392
HGNC:45117	RPA2P2	replication protein A2 pseudogene 2		Approved	389990				ENSG00000226466
HGNC:45118	RPA2P3	replication protein A2 pseudogene 3		Approved	100420359				ENSG00000255547
HGNC:10291	RPA3	replication protein A3		Approved	6119	P35244	MGI:1915490	RGD:1306810	ENSG00000106399
HGNC:54790	RPA3P1	RPA3 pseudogene 1		Approved	442058				ENSG00000179997
HGNC:54791	RPA3P2	RPA3 pseudogene 2		Approved	100130403				ENSG00000218261
HGNC:30305	RPA4	replication protein A4		Approved	29935	Q13156			ENSG00000204086
HGNC:28641	RPAIN	RPA interacting protein		Approved	84268	Q86UA6	MGI:1916973	RGD:1308492	ENSG00000129197
HGNC:24567	RPAP1	RNA polymerase II associated protein 1		Approved	26015	Q9BWH6	MGI:1916175	RGD:1590891	ENSG00000103932
HGNC:25791	RPAP2	RNA polymerase II associated protein 2	C1orf82	Approved	79871	Q8IXW5	MGI:2141142	RGD:1309034	ENSG00000122484
HGNC:45125	RPAP2P1	RNA polymerase II associated protein 2 pseudogene 1		Approved	100272220				ENSG00000270874
HGNC:26151	RPAP3	RNA polymerase II associated protein 3		Approved	79657	Q9H6T3	MGI:1277218	RGD:1303036	ENSG00000005175
HGNC:55477	RPAP3-DT	RPAP3 divergent transcript		Approved	105369748				ENSG00000257433
HGNC:10292	RPD3L1	symbol withdrawn, see [HGNC:4852](/data/gene-symbol-report/#!/hgnc_id/HGNC:4852)		Symbol Withdrawn					
HGNC:10293	RPE	ribulose-5-phosphate-3-epimerase		Approved	6120	Q96AT9	MGI:1913896	RGD:1564890	ENSG00000197713
HGNC:10294	RPE65	retinoid isomerohydrolase RPE65	RP20	Approved	6121	Q16518	MGI:98001	RGD:621396	ENSG00000116745
HGNC:45241	RPEL1	ribulose-5-phosphate-3-epimerase like 1		Approved	729020	Q2QD12	MGI:1913896		ENSG00000235376
HGNC:44520	RPEP1	ribulose-5-phosphate-3-epimerase pseudogene 1		Approved	100420512				ENSG00000250732
HGNC:44521	RPEP2	ribulose-5-phosphate-3-epimerase pseudogene 2		Approved	645065				ENSG00000234158
HGNC:44522	RPEP3	ribulose-5-phosphate-3-epimerase pseudogene 3		Approved	100420555				ENSG00000230833
HGNC:44523	RPEP4	ribulose-5-phosphate-3-epimerase pseudogene 4		Approved	100420665				ENSG00000233010
HGNC:44524	RPEP5	ribulose-5-phosphate-3-epimerase pseudogene 5		Approved	106481798				ENSG00000234732
HGNC:44525	RPEP6	ribulose-5-phosphate-3-epimerase pseudogene 6		Approved	100420590				ENSG00000257075
HGNC:30350	RPF1	ribosome production factor 1 homolog	BXDC5	Approved	80135	Q9H9Y2	MGI:1917535	RGD:1559755	ENSG00000117133
HGNC:20870	RPF2	ribosome production factor 2 homolog	BXDC1	Approved	84154	Q9H7B2	MGI:1914489	RGD:1306906	ENSG00000197498
HGNC:16186	RPF2P1	ribosome production factor 2 homolog pseudogene 1	C20orf53, BXDC1P, RPF2P	Approved	729608				ENSG00000225357
HGNC:44015	RPF2P2	ribosome production factor 2 homolog pseudogene 2		Approved	100128462				ENSG00000250693
HGNC:10295	RPGR	retinitis pigmentosa GTPase regulator	CRD, RP3, RP15, COD1	Approved	6103	Q92834	MGI:1344037	RGD:1560136	ENSG00000156313
HGNC:13436	RPGRIP1	RPGR interacting protein 1	RPGRIP	Approved	57096	Q96KN7	MGI:1932134	RGD:1310807	ENSG00000092200
HGNC:29168	RPGRIP1L	RPGRIP1 like		Approved	23322	Q68CZ1	MGI:1920563	RGD:1311099	ENSG00000103494
HGNC:17056	RPH3A	rabphilin 3A		Approved	22895	Q9Y2J0	MGI:102788	RGD:620073	ENSG00000089169
HGNC:10296	RPH3AL	rabphilin 3A like (without C2 domains)		Approved	9501	Q9UNE2	MGI:1923492	RGD:620342	ENSG00000181031
HGNC:55345	RPH3AL-AS1	RPH3AL antisense RNA 1		Approved	100506388				ENSG00000262061
HGNC:56089	RPH3AL-AS2	RPH3AL antisense RNA 2		Approved	123706508				ENSG00000262294
HGNC:10297	RPIA	ribose 5-phosphate isomerase A		Approved	22934	P49247	MGI:103254	RGD:1311377	ENSG00000153574
HGNC:27250	RPIAP1	ribose 5-phosphate isomerase A pseudogene 1		Approved	619449				ENSG00000267597
HGNC:10332	RPL3	ribosomal protein L3		Approved	6122	P39023	MGI:1351605	RGD:735105	ENSG00000100316
HGNC:10351	RPL3L	ribosomal protein L3 like		Approved	6123	Q92901	MGI:1913461	RGD:1306315	ENSG00000140986
HGNC:10352	RPL3P1	ribosomal protein L3 pseudogene 1	RPL3P	Approved	8488				ENSG00000228149
HGNC:17834	RPL3P2	ribosomal protein L3 pseudogene 2		Approved	116935				ENSG00000227939
HGNC:23550	RPL3P3	ribosomal protein L3 pseudogene 3		Approved	645798				ENSG00000243388
HGNC:19805	RPL3P4	ribosomal protein L3 pseudogene 4		Approved	326307				ENSG00000232573
HGNC:36934	RPL3P5	ribosomal protein L3 pseudogene 5		Approved	100130450				ENSG00000231546
HGNC:36395	RPL3P6	ribosomal protein L3 pseudogene 6		Approved	643220				ENSG00000213891
HGNC:36797	RPL3P7	ribosomal protein L3 pseudogene 7		Approved	642741				ENSG00000225093
HGNC:35498	RPL3P8	ribosomal protein L3 pseudogene 8		Approved	646620				ENSG00000232199
HGNC:36839	RPL3P9	ribosomal protein L3 pseudogene 9		Approved	100128963				ENSG00000240540
HGNC:36819	RPL3P10	ribosomal protein L3 pseudogene 10		Approved	100129004				ENSG00000243095
HGNC:35521	RPL3P11	ribosomal protein L3 pseudogene 11		Approved	100131893				ENSG00000223568
HGNC:36298	RPL3P12	ribosomal protein L3 pseudogene 12		Approved	100131358				ENSG00000232496
HGNC:48494	RPL3P13	ribosomal protein L3 pseudogene 13		Approved	106480199				ENSG00000258013
HGNC:10353	RPL4	ribosomal protein L4		Approved	6124	P36578	MGI:1915141	RGD:619824	ENSG00000174444
HGNC:23551	RPL4P1	ribosomal protein L4 pseudogene 1		Approved	650808				ENSG00000240954
HGNC:36836	RPL4P2	ribosomal protein L4 pseudogene 2		Approved	646688				ENSG00000232341
HGNC:35773	RPL4P3	ribosomal protein L4 pseudogene 3		Approved	391135				ENSG00000230364
HGNC:36179	RPL4P4	ribosomal protein L4 pseudogene 4		Approved	647276				ENSG00000229638
HGNC:35699	RPL4P5	ribosomal protein L4 pseudogene 5		Approved	158345				ENSG00000230207
HGNC:35611	RPL4P6	ribosomal protein L4 pseudogene 6		Approved	100271033				ENSG00000230071
HGNC:54598	RPL4P7	ribosomal protein L4 pseudogene 7		Approved	100419110				ENSG00000224442
HGNC:10360	RPL5	ribosomal protein L5		Approved	6125	P46777	MGI:102854	RGD:619825	ENSG00000122406
HGNC:10361	RPL5P1	ribosomal protein L5 pseudogene 1		Approved	647436				ENSG00000241061
HGNC:16568	RPL5P2	ribosomal protein L5 pseudogene 2		Approved	140749				ENSG00000237068
HGNC:31034	RPL5P3	ribosomal protein L5 pseudogene 3		Approved	400385				ENSG00000242276
HGNC:36095	RPL5P4	ribosomal protein L5 pseudogene 4		Approved	643343				ENSG00000229994
HGNC:35564	RPL5P5	ribosomal protein L5 pseudogene 5		Approved	730213				ENSG00000213051
HGNC:35890	RPL5P6	ribosomal protein L5 pseudogene 6		Approved	646784				ENSG00000232393
HGNC:36583	RPL5P7	ribosomal protein L5 pseudogene 7		Approved	344178				ENSG00000234415
HGNC:36290	RPL5P8	ribosomal protein L5 pseudogene 8		Approved	100130523				ENSG00000213917
HGNC:36557	RPL5P9	ribosomal protein L5 pseudogene 9		Approved	100270832				ENSG00000236330
HGNC:36846	RPL5P10	ribosomal protein L5 pseudogene 10		Approved	645807				ENSG00000234067
HGNC:35483	RPL5P11	ribosomal protein L5 pseudogene 11		Approved	402193				ENSG00000242882
HGNC:36221	RPL5P12	ribosomal protein L5 pseudogene 12		Approved	100270833				ENSG00000242697
HGNC:37023	RPL5P13	ribosomal protein L5 pseudogene 13		Approved	100270834				ENSG00000242134
HGNC:35924	RPL5P14	ribosomal protein L5 pseudogene 14		Approved	100270835				ENSG00000243914
HGNC:36769	RPL5P15	ribosomal protein L5 pseudogene 15		Approved	100270836				ENSG00000240412
HGNC:36009	RPL5P16	ribosomal protein L5 pseudogene 16		Approved	100270837				ENSG00000240411
HGNC:36605	RPL5P17	ribosomal protein L5 pseudogene 17		Approved	100270839				ENSG00000243859
HGNC:36640	RPL5P18	ribosomal protein L5 pseudogene 18		Approved	389428				ENSG00000220744
HGNC:36604	RPL5P19	ribosomal protein L5 pseudogene 19		Approved	100270906				ENSG00000220553
HGNC:36660	RPL5P20	ribosomal protein L5 pseudogene 20		Approved	100131913				ENSG00000218643
HGNC:37029	RPL5P21	ribosomal protein L5 pseudogene 21		Approved	100270838				ENSG00000218689
HGNC:35695	RPL5P22	ribosomal protein L5 pseudogene 22		Approved	389644				ENSG00000239198
HGNC:36553	RPL5P23	ribosomal protein L5 pseudogene 23		Approved	100270840				ENSG00000240395
HGNC:35828	RPL5P24	ribosomal protein L5 pseudogene 24		Approved	100270841				ENSG00000244052
HGNC:35493	RPL5P25	ribosomal protein L5 pseudogene 25		Approved	100271204				ENSG00000225251
HGNC:36247	RPL5P26	ribosomal protein L5 pseudogene 26		Approved	100271206				ENSG00000230469
HGNC:36172	RPL5P27	ribosomal protein L5 pseudogene 27		Approved	100129998				ENSG00000228195
HGNC:36827	RPL5P28	ribosomal protein L5 pseudogene 28		Approved	100131535				ENSG00000235264
HGNC:36335	RPL5P29	ribosomal protein L5 pseudogene 29		Approved	390158				ENSG00000242208
HGNC:35837	RPL5P30	ribosomal protein L5 pseudogene 30		Approved	645160				ENSG00000243431
HGNC:42036	RPL5P31	ribosomal protein L5 pseudogene 31		Approved	341674				ENSG00000214878
HGNC:36973	RPL5P32	ribosomal protein L5 pseudogene 32		Approved	100271207				ENSG00000228992
HGNC:36703	RPL5P33	ribosomal protein L5 pseudogene 33		Approved	100130929				ENSG00000243521
HGNC:36463	RPL5P34	ribosomal protein L5 pseudogene 34		Approved	388907				ENSG00000234009
